Word		Original_feature		Predicted_feature
प्रदेश		sg		sg
और		UNK		UNK
उत्तरांचल		sg		sg
भी		UNK		UNK
शामिल		any		any
हैं		pl		pl
जबकि		UNK		UNK
पंजाब		sg		sg
,		UNK		UNK
पश्चिमी		any		any
उत्तर		sg		sg
प्रदेश		sg		sg
,		UNK		UNK
NULL		UNK		UNK
हरियाणा		sg		sg
में		UNK		UNK
औसत		sg		sg
से		UNK		UNK
कम		UNK		UNK
बारिश		sg		sg
दर्ज		any		any
की		sg		sg
गई		sg		sg
है		sg		sg
।		UNK		UNK
उत्तरी		any		any
राज्यों		pl		pl
में		UNK		UNK
जम्मू		sg		sg
कश्मीर		sg		sg
और		UNK		UNK
पूर्वी		any		any
उत्तर		sg		sg
प्रदेश		sg		sg
में		UNK		UNK
ही		UNK		UNK
ठीक		any		any
-		UNK		UNK
ठाक		any		any
बारिश		sg		sg
हो		sg		sg
पाई		sg		sg
है		sg		sg
।		UNK		UNK
देश		sg		sg
में		UNK		UNK
मानसून		sg		sg
सीज़न		sg		sg
में		UNK		UNK
अब		UNK		UNK
तक		UNK		UNK
औसत		sg		sg
से		UNK		UNK
१४		any		any
फीसदी		sg		sg
कम		UNK		UNK
बारिश		sg		sg
दर्ज		any		any
की		sg		sg
गई		sg		sg
है		sg		sg
।		UNK		UNK
पिछले		sg		sg
सप्ताह		sg		sg
कमी		sg		sg
का		sg		sg
आँकड़ा		sg		sg
१०		any		any
फीसदी		sg		sg
था		sg		sg
।		UNK		UNK
मौसम		sg		sg
वैज्ञानिकों		pl		pl
ने		UNK		UNK
आशंका		sg		sg
जताई		sg		sg
है		sg		sg
कि		UNK		UNK
मानसून		sg		sg
एक		any		any
बार		sg		sg
फिर		UNK		UNK
से		UNK		UNK
कमजोर		any		any
चरण		sg		sg
में		UNK		UNK
प्रवेश		sg		sg
कर		sg		sg
सकता		sg		sg
है		sg		sg
।		UNK		UNK
मौसम		sg		sg
विभाग		sg		sg
के		sg		sg
१		sg		sg
जून		sg		sg
से		UNK		UNK
१९		sg		sg
जुलाई		sg		sg
तक		UNK		UNK
के		pl		sg
बारिश		sg		sg
के		pl		pl
आंकड़ों		pl		pl
के		UNK		UNK
अनुसार		UNK		UNK
सूखे		sg		sg
का		sg		sg
खतरा		sg		sg
बढ़ता		sg		sg
जा		any		any
रहा		sg		sg
है		sg		sg
।		UNK		UNK
इस		sg		sg
अवधि		sg		sg
में		UNK		UNK
कुल		UNK		UNK
२९२.३		any		any
मिमी		sg		sg
बारिश		sg		sg
हुई		sg		sg
है		sg		sg
जबकि		UNK		UNK
३४०		any		any
मिमी		sg		sg
बारिश		sg		sg
होनी		any		any
चाहिए		any		any
।		UNK		UNK
उत्तरी		any		any
राज्यों		pl		pl
में		UNK		UNK
हिमाचल		sg		sg
प्रदेश		sg		sg
में		UNK		UNK
कुल		UNK		UNK
२०४		any		any
मिमी		sg		sg
बारिश		sg		sg
हुई		sg		sg
है		sg		sg
जबकि		UNK		UNK
अब		UNK		UNK
तक		UNK		UNK
२५४		any		any
मिमी		sg		sg
होनी		any		any
चाहिए		any		any
।		UNK		UNK
राज्य		sg		sg
में		UNK		UNK
२०		any		any
फीसदी		sg		sg
कम		UNK		UNK
बारिश		sg		sg
दर्ज		any		any
की		sg		sg
गई		sg		sg
है		sg		sg
।		UNK		UNK
उत्तरांचल		sg		sg
में		UNK		UNK
४१६		any		any
मिमी		sg		sg
की		UNK		sg
तुलना		UNK		UNK
में		UNK		UNK
३२५		any		any
मिमी		sg		sg
बारिश		sg		sg
हो		sg		sg
पाई		sg		sg
है		sg		sg
जो		sg		sg
औसत		sg		sg
से		UNK		UNK
२२		any		any
फीसदी		sg		sg
कम		UNK		UNK
है		sg		sg
।		UNK		UNK
यानि		UNK		UNK
दोनों		pl		pl
राज्य		pl		sg
सूखे		sg		sg
की		sg		sg
चपेट		sg		sg
में		UNK		UNK
हैं		pl		pl
।		UNK		UNK
जबकि		UNK		UNK
पंजाब		sg		sg
सूखे		sg		sg
के		UNK		UNK
करीब		sg		UNK
पहुँच		sg		sg
चुका		sg		sg
है		sg		sg
।		UNK		UNK
वहां		UNK		UNK
१५३		any		sg
के		UNK		UNK
मुकाबले		UNK		UNK
१२४		any		any
मिमी		sg		sg
बारिश		sg		sg
हुई		sg		sg
है		sg		sg
जो		sg		sg
औसत		sg		sg
से		UNK		UNK
१९		any		any
फीसदी		sg		sg
कम		UNK		UNK
है		sg		sg
।		UNK		UNK
पश्चिमी		any		any
उत्तर		sg		sg
प्रदेश		sg		sg
में		UNK		UNK
२२४		any		sg
की		UNK		sg
तुलना		UNK		sg
में		UNK		UNK
२००		any		any
मिमी		sg		sg
बारिश		sg		sg
हुई		sg		sg
है		sg		sg
जो		sg		sg
औसत		sg		sg
से		UNK		UNK
११		any		any
फीसदी		sg		sg
कम		UNK		UNK
है		sg		sg
।		UNK		UNK
हरियाणा		sg		sg
,		UNK		UNK
दिल्ली		sg		sg
,		UNK		UNK
NULL		UNK		UNK
चंडीगढ़		sg		sg
की		sg		sg
स्थिति		sg		sg
भी		UNK		UNK
ऐसी		sg		sg
ही		UNK		UNK
है		sg		sg
।		UNK		UNK
इन		pl		pl
राज्यों		pl		pl
में		UNK		UNK
१४४		any		sg
के		UNK		UNK
मुकाबले		UNK		UNK
१२६		any		any
मिमी		sg		sg
बारिश		sg		sg
दर्ज		any		any
की		sg		sg
गई		sg		sg
है		sg		sg
जो		sg		sg
औसत		sg		sg
से		UNK		UNK
१२		any		any
फीसदी		sg		sg
कम		UNK		UNK
है		sg		sg
।		UNK		UNK
मौसम		sg		sg
विभाग		sg		sg
के		UNK		UNK
अनुसार		UNK		UNK
देश		sg		sg
के		sg		sg
३६		any		sg
में		UNK		UNK
से		UNK		UNK
१२		any		any
संभाग		pl		sg
सूखे		sg		sg
की		sg		sg
चपेट		sg		sg
में		UNK		UNK
आ		pl		pl
चुके		pl		pl
हैं		pl		pl
।		UNK		UNK
अन्य		any		any
संभागों		pl		pl
में		UNK		UNK
पश्चिमी		any		any
राजस्थान		sg		sg
में		UNK		UNK
३९		any		any
NULL		UNK		UNK
NULL		UNK		UNK
,		UNK		UNK
पूर्वी		any		any
राजस्थान		sg		sg
में		UNK		UNK
२८		any		any
NULL		UNK		UNK
NULL		UNK		UNK
,		UNK		UNK
पश्चिमी		any		any
म.प्र.		sg		sg
में		UNK		UNK
३३		any		any
NULL		UNK		UNK
NULL		UNK		UNK
,		UNK		UNK
पूर्वी		any		any
म.प्र.		sg		sg
में		UNK		UNK
४०		any		any
NULL		UNK		UNK
NULL		UNK		UNK
,		UNK		UNK
छत्तीसगढ़		sg		sg
में		UNK		UNK
३५		any		any
NULL		UNK		UNK
NULL		UNK		UNK
,		UNK		UNK
तेलंगाना		sg		sg
में		UNK		UNK
४१		any		any
NULL		UNK		UNK
NULL		UNK		UNK
,		UNK		UNK
मराठवाड़ा		sg		sg
में		UNK		UNK
१९		any		any
NULL		UNK		UNK
NULL		UNK		UNK
,		UNK		UNK
तमिलनाडु		sg		sg
में		UNK		UNK
२३		any		any
NULL		UNK		UNK
NULL		UNK		UNK
,		UNK		UNK
असम		sg		sg
-		UNK		UNK
मेघालय		sg		sg
में		UNK		UNK
३७		any		any
NULL		UNK		UNK
NULL		UNK		UNK
,		UNK		UNK
अरुणाचल		sg		sg
प्रदेश		sg		sg
में		UNK		UNK
३३		any		any
NULL		UNK		UNK
NULL		UNK		UNK
तथा		UNK		UNK
विदर्भ		sg		sg
में		UNK		UNK
१३		any		any
फीसदी		sg		sg
कम		UNK		UNK
बारिश		sg		sg
हुई		sg		sg
है		sg		sg
।		UNK		UNK
देश		sg		sg
में		UNK		UNK
सर्वाधिक		any		UNK
बारिश		sg		sg
के		UNK		UNK
लिए		UNK		UNK
मशहूर		any		any
मेघालय		sg		sg
की		sg		sg
हालत		sg		sg
भी		UNK		UNK
इस		sg		sg
बार		sg		sg
खराब		any		any
है		sg		sg
।		UNK		UNK
बारिश		sg		sg
के		sg		sg
हिसाब		sg		sg
से		UNK		UNK
पिछला		sg		sg
सप्ताह		sg		sg
देश		sg		sg
के		UNK		UNK
लिए		UNK		UNK
बेहद		UNK		UNK
खराब		any		any
गुजरा		sg		sg
है		sg		sg
।		UNK		UNK
इस		sg		sg
दौरान		sg		sg
सिर्फ		UNK		UNK
११		any		any
संभागों		pl		pl
में		UNK		UNK
सामान्य		any		any
NULL		UNK		UNK
तथा		UNK		UNK
२		any		any
संभागों		pl		pl
में		UNK		UNK
अधिक		UNK		UNK
वर्षा		sg		sg
हुई		sg		sg
।		UNK		UNK
जबकि		UNK		UNK
२०		any		any
संभागों		pl		pl
में		UNK		UNK
सूखा		sg		sg
पड़ा		sg		sg
और		UNK		UNK
१३		any		any
संभागों		pl		pl
में		UNK		UNK
सूखे		sg		sg
से		UNK		UNK
भी		UNK		UNK
बदतर		any		sg
हालत		sg		sg
रही		sg		sg
।		UNK		UNK
सप्ताह		sg		sg
के		UNK		UNK
दौरान		sg		sg
औसत		sg		sg
से		UNK		UNK
३२		any		any
फीसदी		sg		sg
कम		UNK		UNK
पानी		sg		sg
बरसा		sg		sg
।		UNK		UNK
इनमें		pl		sg
हिमाचल		sg		sg
में		UNK		UNK
६८		any		any
NULL		UNK		UNK
,		UNK		UNK
पश्चिमी		any		any
उ.प्र.		sg		sg
में		UNK		UNK
३४		any		any
NULL		UNK		UNK
,		UNK		UNK
हरियाणा		sg		sg
,		UNK		UNK
NULL		UNK		UNK
दिल्ली		sg		sg
में		UNK		UNK
७०		any		any
NULL		UNK		UNK
,		UNK		UNK
पंजाब		sg		sg
में		UNK		UNK
२९		any		any
फीसदी		sg		sg
कम		UNK		UNK
बारिश		sg		sg
हुई		sg		sg
।		UNK		UNK
जबकि		UNK		UNK
राजस्थान		sg		sg
,		UNK		UNK
मध्य		sg		sg
प्रदेश		sg		sg
,		UNK		UNK
तेलंगाना		sg		sg
,		UNK		UNK
विदर्भ		sg		sg
,		UNK		UNK
रायलसीमा		sg		sg
,		UNK		UNK
तमिलनाडु		sg		sg
,		UNK		UNK
मध्य		sg		sg
महाराष्ट्र		sg		sg
में		UNK		UNK
भी		UNK		UNK
बारिश		sg		sg
कम		UNK		UNK
हुई		sg		sg
है		sg		sg
।		UNK		UNK
२०		sg		sg
जुलाई		sg		sg
को		UNK		UNK
थोड़ी		sg		sg
प्रगति		sg		sg
के		UNK		UNK
बाद		sg		sg
आज		sg		sg
मानसून		sg		sg
आगे		sg		sg
नहीं		UNK		UNK
बढ़ा		sg		sg
।		UNK		UNK
इस		sg		sg
बीच		sg		sg
मौसम		sg		sg
विभाग		sg		sg
ने		UNK		UNK
पुनः		UNK		sg
मध्य		sg		any
भारत		sg		sg
के		pl		pl
कुछ		UNK		UNK
हिस्सों		pl		pl
में		UNK		UNK
बारिश		sg		sg
की		sg		sg
संभावना		sg		sg
व्यक्त		any		any
की		sg		sg
है		sg		sg
।		UNK		UNK
लेकिन		UNK		UNK
मौसम		sg		sg
वैज्ञानिकों		pl		pl
का		sg		sg
मानना		any		any
है		sg		sg
कि		UNK		UNK
मानसून		sg		sg
के		UNK		sg
एक		any		any
बार		sg		sg
फिर		UNK		UNK
कमजोर		any		any
चरण		sg		sg
में		UNK		UNK
प्रवेश		sg		sg
करने		pl		any
के		pl		pl
संकेत		pl		pl
मिल		pl		pl
रहे		pl		pl
हैं		pl		pl
।		UNK		UNK
अगले		pl		pl
तीन		any		any
दिनों		pl		pl
के		UNK		UNK
बाद		sg		sg
इस		sg		sg
बारे		UNK		UNK
में		UNK		UNK
स्थिति		sg		sg
स्पष्ट		any		any
हो		sg		sg
पाएगी		sg		sg
।		UNK		UNK
सिविल		sg		any
लाइंस		pl		sg
से		UNK		UNK
गौरव		sg		sg
कपूर		sg		sg
सात		any		any
लोगों		pl		pl
के		UNK		UNK
साथ		sg		sg
23		sg		sg
जुलाई		sg		sg
को		UNK		UNK
दर्शन		sg		sg
करेंगे		sg		pl
।		UNK		UNK
उनका		sg		sg
कहना		any		any
है		sg		sg
कि		UNK		UNK
यात्रा		sg		sg
रद्द		any		any
करने		sg		sg
का		sg		sg
कोई		sg		sg
सवाल		sg		sg
ही		UNK		UNK
नहीं		UNK		UNK
है		sg		sg
।		UNK		UNK
अगर		UNK		UNK
कोई		sg		sg
प्राकृतिक		any		any
आपदा		sg		sg
न		UNK		UNK
आई		sg		sg
तो		UNK		UNK
बाबा		sg		sg
का		sg		sg
दर्शन		sg		sg
तो		UNK		UNK
करना		sg		sg
ही		UNK		UNK
है		sg		sg
।		UNK		UNK
सुलेमसराय		sg		sg
की		sg		sg
सुषमा		sg		sg
18		any		any
लोगों		pl		pl
के		UNK		UNK
साथ		sg		sg
31		sg		sg
जुलाई		sg		sg
को		UNK		UNK
अमरनाथ		sg		sg
दर्शन		sg		sg
के		UNK		UNK
लिए		UNK		UNK
पहुंचेंगी		sg		sg
।		UNK		UNK
उनका		sg		sg
कहना		any		any
है		sg		sg
कि		UNK		UNK
यात्रा		sg		sg
रद्द		any		any
करने		sg		sg
का		sg		sg
कोई		sg		sg
सवाल		sg		sg
ही		UNK		UNK
नहीं		UNK		UNK
है		sg		sg
क्योंकि		UNK		UNK
सभी		UNK		UNK
लोग		pl		pl
श्रद्धाभाव		sg		sg
से		UNK		UNK
दर्शन		sg		sg
को		UNK		UNK
जा		pl		any
रहे		pl		pl
हैं		pl		pl
।		UNK		UNK
अमरनाथ		sg		sg
यात्रा		sg		sg
रद्द		any		any
करने		sg		any
वालों		pl		pl
की		sg		sg
संख्या		sg		sg
नाम		sg		sg
मात्र		UNK		sg
की		sg		sg
NULL		UNK		UNK
है		sg		sg
।		UNK		UNK
कटरा		sg		sg
के		sg		sg
सुधाकांत		sg		sg
ने		UNK		UNK
अपनी		any		any
पत्नी		sg		sg
स्वास्तिका		sg		sg
के		UNK		UNK
साथ		sg		sg
अमरनाथ		sg		sg
दर्शन		sg		sg
को		UNK		UNK
17		sg		sg
जुलाई		sg		sg
का		sg		sg
रजिस्ट्रेशन		sg		sg
कराया		sg		sg
था		sg		sg
।		UNK		UNK
इसी		sg		sg
तरह		sg		sg
चौक		sg		sg
खोवा		sg		sg
मंडी		sg		sg
के		sg		sg
त्रिलोकी		sg		sg
नाथ		sg		sg
ने		UNK		UNK
16		any		any
लोगों		pl		pl
के		UNK		UNK
साथ		sg		sg
31		sg		sg
जुलाई		sg		sg
को		UNK		UNK
दर्शन		sg		sg
का		sg		sg
रजिस्ट्रेशन		sg		sg
कराया		sg		sg
था		sg		sg
।		UNK		UNK
इन		pl		pl
लोगों		pl		pl
का		sg		sg
कहना		any		any
है		sg		sg
कि		UNK		UNK
जब		UNK		UNK
हिम		sg		sg
शिवलिंग		sg		sg
का		sg		sg
दर्शन		sg		sg
नहीं		UNK		UNK
हो		sg		sg
पाएगा		sg		sg
,		UNK		UNK
तो		UNK		UNK
वहां		UNK		UNK
जाने		any		any
से		UNK		UNK
कोई		sg		sg
फायदा		sg		sg
नहीं		UNK		UNK
है		sg		sg
क्योंकि		UNK		UNK
श्रद्धालु		pl		sg
उसी		sg		sg
का		sg		sg
दर्शन		sg		sg
करने		any		pl
जाते		pl		pl
हैं		pl		pl
।		UNK		UNK
उन्होंने		sg		sg
कहा		sg		sg
कि		UNK		UNK
अब		UNK		UNK
अगले		sg		sg
वर्ष		sg		sg
जाने		sg		any
की		sg		sg
योजना		sg		sg
बनाई		sg		sg
जाएगी		sg		sg
।		UNK		UNK
अमेरिका		sg		sg
सद्दाम		sg		sg
हुसैन		sg		sg
की		sg		sg
न्यायिक		any		any
हिरासत		sg		sg
इराक		sg		sg
की		sg		sg
अंतरिम		any		any
सरकार		sg		sg
को		UNK		UNK
सौंपने		any		any
पर		UNK		UNK
विचार		sg		sg
कर		sg		sg
रहा		sg		sg
है		sg		sg
लेकिन		UNK		UNK
वह		sg		sg
सद्दाम		sg		sg
को		UNK		UNK
अपनी		any		any
सेना		sg		sg
के		sg		sg
कब्जे		sg		sg
में		UNK		UNK
ही		UNK		UNK
रखेगा		sg		sg
।		UNK		UNK
घाजी		sg		sg
तलाबानी		sg		sg
नाम		sg		sg
के		sg		sg
अधिकारी		sg		sg
की		sg		sg
काम		sg		sg
करने		any		sg
जाते		any		sg
समय		UNK		UNK
हत्या		sg		sg
की		sg		sg
गई		sg		sg
।		UNK		UNK
इराक		sg		sg
स्थित		any		any
अमेरिकी		any		any
प्रशासक		sg		sg
एल.		sg		sg
पॉल		sg		sg
ब्रेमर		sg		sg
ने		UNK		UNK
कहा		sg		sg
कि		UNK		UNK
अगर		UNK		UNK
इराक		sg		sg
के		sg		sg
नए		sg		sg
प्रधानमंत्री		sg		sg
सद्दाम		sg		sg
हुसैन		sg		sg
को		UNK		UNK
अपनी		any		any
सरकार		sg		sg
की		sg		sg
हिरासत		sg		sg
में		UNK		UNK
देने		sg		sg
की		sg		sg
माँग		sg		sg
करते		sg		pl
हैं		sg		pl
तो		UNK		UNK
अमेरिका		sg		sg
उनकी		sg		sg
न्यायिक		any		any
हिरासत		sg		sg
सौंपने		any		sg
के		UNK		UNK
बारे		UNK		UNK
में		UNK		UNK
विचार		sg		sg
कर		sg		sg
सकता		sg		sg
है		sg		sg
।		UNK		UNK
लेकिन		UNK		UNK
अमेरिका		sg		sg
सद्दाम		sg		sg
को		UNK		UNK
तब		UNK		UNK
तक		UNK		UNK
अपने		any		any
कब्जे		sg		sg
में		UNK		UNK
रखना		any		any
चाहता		sg		sg
है		sg		sg
जब		UNK		UNK
तक		UNK		UNK
इराकी		any		any
सरकार		sg		sg
के		UNK		UNK
पास		sg		sg
सद्दाम		sg		sg
को		UNK		UNK
